CYCLE,PK_RANDOM,Match,WGT,FK_EPA_RAN,NEST1_WT,EPA_OVERSAMPLE,EPA_DIVISION,C3_RESOURCE_TYPE,C1_RESOURCE_TYPE,C3_REPORTING_UNIT,C1_REPORTING_UNIT,GROUP_NAME,RANDOM_LAT,LAT_DD,LAT_MM,LAT_SS,LAT_DEC,RANDOM_LONG,LONG_DD,LONG_MM,LONG_SS,LONG_DEC,HYDROLOGIC_CODE,HYDROLOGIC_NAME,CAN_BE_SAM,EXCLUSION_CATEGORY,EXCLUSION_CRITERIA,SAMPLED_DATE,HECTARES,ANALYSIS_S,LOCATIONAL_DATUM,FK_PROJECT,DO_REGION,NNC_REGION,DO_CRIT,TN_NNC,TP_NNC,CHLA_NNC,Sample.Id,Station.No,Station.Name,Collect.Date,Sample.Type,Matrix,Water.Temperature,Water Temperature_VQ,Turbidity,Turbidity_VQ,Transparency..Secchi.Depth,Transparency (Secchi Depth)_VQ,Color..true,Color (true)_VQ,Specific.Conductance..Field,Specific Conductance  Field_VQ,Specific.Conductance,Specific Conductance_VQ,Oxygen..Dissolved..Field,Oxygen  Dissolved  Field_VQ,pH..Field,pH  Field_VQ,Alkalinity..Total..as.CaCO3,Alkalinity  Total (as CaCO3)_VQ,Total.Suspended.Solids..TSS,Total Suspended Solids (TSS)_VQ,Ammonia..Total..as.N,Ammonia  Total (as N)_VQ,Kjeldahl.Nitrogen..Total..as.N,Kjeldahl Nitrogen  Total  (as N)_VQ,Nitrate.Nitrite..Total..as.N,Nitrate+Nitrite  Total (as N)_VQ,Phosphorus..Total..as.P,Phosphorus  Total (as P)_VQ,Organic.Carbon..Total,Organic Carbon  Total_VQ,Calcium..Total,Calcium  Total_VQ,Magnesium..Total,Magnesium  Total_VQ,Sodium..Total,Sodium  Total_VQ,Potassium..Total,Potassium  Total_VQ,Chloride..Total,Chloride  Total_VQ,Sulfate..Total,Sulfate  Total_VQ,Fluoride..Total,Fluoride  Total_VQ,Coliform..Fecal..MF,Coliform  Fecal (MF)_VQ,Chlorophyll.A..Monochromatic,Chlorophyll-A (Monochromatic)_VQ,Pheophytin.A..Monochromatic,Pheophytin-A (Monochromatic)_VQ,Total.Dissolved.Solids..TDS.measured,Total Dissolved Solids (TDS measured)_VQ,Depth..Bottom.of.Waterbody..Sample.Site,Depth  Bottom of Waterbody  Sample Site_VQ,Sample.Depth,Sample Depth_VQ
3,Z4-CN-11026,Z4-CN-11026,3.394263406,FLCC17001-176,30,1,,CANAL,,ZONE 4,SWFWMD-B,Tampa Bay,274530,27,45,30.1705,27.7584,822508,82,25,7.5677,-82.4188,3100206,TAMPA BAY,Y,,,3/27/2017,,Y,HPGN,Z4CN1702,Peninsula,West Central,38,1.65,0.49,20,Z4CN1702-18,50819,Z4-CN-11026,3/27/2017 10:50,PRIMARY,WATER,23.6,,5.1,,0.7,,2.5,U,42453,,42900,,6.9,,7.6,,132,,9,I,0.003,I,0.6,,0.004,U,0.14,,5.2,,365,,1060,,8370,,307,,16000,,2100,,1.1,,,,12,,4.2,,26600,,1.5,,0.3,
3,Z4-CN-11027,Z4-CN-11027,3.394263406,FLCC17001-177,30,1,,CANAL,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,280127,28,1,27.016,28.0242,814104,81,41,3.5279,-81.6843,3100101,PEACE RIVER,Y,,,3/27/2017,,Y,HPGN,Z4CN1702,Peninsula,West Central,38,1.65,0.49,20,Z4CN1702-17,50832,Z4-CN-11027,3/27/2017 10:20,PRIMARY,WATER,18.2,,13,,0.2,S,240,,139,,110,,4.7,,7.2,,11,,16,,0.006,,1.2,,0.004,U,0.14,,24,,10.6,,2.01,,8.8,,1,I,18,A,5.6,A,0.1,,,,6.1,A,8.5,A,88,,0.2,,0.1,
3,Z4-CN-11029,Z4-CN-11029,3.394263406,FLCC17001-179,30,1,,CANAL,,ZONE 4,SWFWMD-A,Withlacoochee,290118,29,1,17.702,29.0216,823808,82,38,8.4624,-82.6357,3100208,"WITHLACOOCHEE RIVER,SOUTH",Y,,,3/29/2017,,Y,HPGN,Z4CN1702,Peninsula,Peninsula,38,1.54,0.12,20,Z4CN1702-20,50833,Z4-CN-11029,3/29/2017 13:30,PRIMARY,WATER,24.3,,0.6,,1.5,S,11,,267,,265,,10.5,,8.1,,103,,2,U,0.046,,0.34,,0.49,,0.027,,2.8,,43.4,,6.01,,4.4,,0.3,U,8.4,,22,,0.1,,,,1.8,I,1.1,I,151,,1.5,,0.3,
3,Z4-CN-9002,Z4-CN-9002,3.497276323,FLCC15001-152,30.91047369,0,,CANAL,,ZONE 4,SWFWMD-B,Tampa Bay,280426.39,28,4,26.3852,28.07399589,824239.22,82,42,39.2177,-82.71089381,3100206,TAMPA BAY,Y,,,2/9/2015,,Y,HGPN,Z4CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z4CN1502-1,46641,Z4-CN-9002,42044.45139,PRIMARY,WATER,17.7,,1.9,A,1.5,,79,,486,,484,,9.07,,7.5,,49,,2,U,0.004,I,0.79,,0.027,,0.033,,14,,32.5,,5.46,,53.1,,2.9,,100,,18,,0.12,,11,BQ,12,,1.7,,278,,5.7,,0.3,
3,Z4-CN-9003,Z4-CN-9003,3.497276323,FLCC15001-153,30.91047369,0,,CANAL,,ZONE 4,SWFWMD-B,Tampa Bay,273520.15,27,35,20.1473,27.58892981,822653.18,82,26,53.1838,-82.44810661,3100206,TAMPA BAY,Y,,,2/17/2015,,Y,HGPN,Z4CN1502,Peninsula,West Central,38,1.65,0.49,20,Z4CN1502-23,46642,Z4-CN-9003,42052.58333,PRIMARY,WATER,20.7,,4,,0.1,S,68,,623,,627,,11.74,,7.5,,138,,2,I,0.034,,0.7,,0.13,,0.27,,14,,70.6,,22.3,,22,,6.8,,45,,100,,0.59,,280,Q,1.1,I,0.4,U,370,,0.1,,0.05,
3,Z4-CN-9004,Z4-CN-9004,3.497276323,FLCC15001-154,30.91047369,0,,CANAL,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,275319.95,27,53,19.9529,27.88887581,813633.1,81,36,33.0977,-81.60919381,3100101,PEACE RIVER,Y,,,2/11/2015,,Y,HGPN,Z4CN1502,Peninsula,West Central,38,1.65,0.49,20,Z4CN1502-11,46643,Z4-CN-9004,42046.60417,PRIMARY,WATER,18.7,,7.2,,0.4,,320,,186,,186,,7.74,J,6.6,,41,,6,I,0.11,,2.7,,0.034,,0.18,,40,,19.1,,3.75,,12.8,,8.8,,21,,8,,0.088,I,1100,BQ,4.5,,1.8,I,169,,1,,0.3,
3,Z4-CN-9007,Z4-CN-9007,3.497276323,FLCC15001-157,30.91047369,0,,CANAL,,ZONE 4,SWFWMD-C,Sarasota Bay - Peace - Myakka,271006.55,27,10,6.5546,27.16848739,820957.91,82,9,57.9056,-82.16608489,3100102,MYAKKA RIVER,Y,,,2/17/2015,,Y,HGPN,Z4CN1502,Peninsula,West Central,38,1.65,0.49,20,Z4CN1502-17,46644,Z4-CN-9007,42052.40625,PRIMARY,WATER,17.3,,2.1,,0.8,S,120,,662,,672,,10.29,,7.4,,41,,3,I,0.039,,1.1,,0.055,,0.31,,21,,69.5,,30.6,,17.1,,11.7,,35,,230,,0.41,,66,AQ,0.55,U,0.4,U,433,,0.8,,0.3,
3,Z4-CN-9009,Z4-CN-9009,3.497276323,FLCC15001-159,30.91047369,0,,CANAL,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,280228.07,28,2,28.072,28.04113111,814010.16,81,40,10.1611,-81.66948919,3100101,PEACE RIVER,Y,,,2/11/2015,,Y,HGPN,Z4CN1502,Peninsula,West Central,38,1.65,0.49,20,Z4CN1502-9,46645,Z4-CN-9009,42046.53819,PRIMARY,WATER,17.6,,1.4,,0.6,S,160,,245,,244,,9.1,J,6.9,,50,,2,U,0.025,,1.2,,0.019,,0.037,,23,,19.2,,6.88,,16.8,,9.1,,31,,14,,0.2,,950,BQ,2.5,,0.72,I,158,,0.6,,0.3,
3,Z4-CN-9011,Z4-CN-9011,3.497276323,FLCC15001-161,30.91047369,0,,CANAL,,ZONE 4,SWFWMD-C,Sarasota Bay - Peace - Myakka,270200.59,27,2,0.5942,27.03349839,821047.58,82,10,47.5828,-82.17988411,3100102,MYAKKA RIVER,Y,,,2/17/2015,,Y,HGPN,Z4CN1502,Peninsula,West Central,38,1.65,0.49,20,Z4CN1502-20,46646,Z4-CN-9011,42052.5,PRIMARY,WATER,19.6,,2.4,,1.3,S,43,,796,,803,,10.21,,7.9,,187,,4,I,0.006,,0.71,,0.004,U,0.046,,12,,106,,9.96,,47.6,,1.5,,94,,73,,0.37,,2,UQ,12,,0.47,I,466,,1.3,,0.3,
3,Z4-CN-9012,Z4-CN-9012,3.497276323,FLCC15001-162,30.91047369,0,,CANAL,,ZONE 4,SWFWMD-A,Withlacoochee,283905.73,28,39,5.7323,28.65159231,820131.89,82,1,31.8893,-82.02552481,3100208,"WITHLACOOCHEE RIVER,SOUTH",Y,,,2/10/2015,,Y,HGPN,Z4CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z4CN1502-6,46647,Z4-CN-9012,42045.48194,PRIMARY,WATER,15,,7.9,,0.2,,270,,133,,132,,7.35,,6.8,,45,,11,,0.015,,2.6,,0.004,U,1.2,,35,,24.5,,1.82,,4.6,,1.2,I,9.2,,0.6,,0.17,,5,BQ,13,,13,,136,,0.5,,0.25,
3,Z4-CN-9014,Z4-CN-9014,3.497276323,FLCC15001-164,30.91047369,0,,CANAL,,ZONE 4,SWFWMD-C,Sarasota Bay - Peace - Myakka,272901.84,27,29,1.8402,27.4838445,823826.02,82,38,26.0236,-82.64056211,3100201,SARASOTA BAY,Y,,,2/16/2015,,Y,HGPN,Z4CN1502,Peninsula,West Central,38,1.65,0.49,20,Z4CN1502-15,46648,Z4-CN-9014,42051.52778,PRIMARY,WATER,19.5,,2,A,0.8,S,64,A,2445,,1550,,8.95,,7.5,,173,,4,I,0.14,,0.84,,0.27,,0.26,,14,,143,,29.8,,126,,5.5,,270,,190,,0.35,,600,BQ,2.3,,1,I,842,,0.8,,0.3,
3,Z4-CN-9015,Z4-CN-9015,3.497276323,FLCC15001-165,30.91047369,0,,CANAL,,ZONE 4,SWFWMD-C,Sarasota Bay - Peace - Myakka,271603.02,27,16,3.0202,27.26750561,822310.3,82,23,10.2952,-82.38619311,3100201,SARASOTA BAY,Y,,,2/16/2015,,Y,HGPN,Z4CN1502,Peninsula,West Central,38,1.65,0.49,20,Z4CN1502-13,46649,Z4-CN-9015,42051.41667,PRIMARY,WATER,15.3,,3,,0.7,,180,,408,,417,,9.52,,7.9,,59,,4,I,0.059,,1.2,,0.046,,0.15,,22,,39.2,,12.1,,26.3,,4,,41,,71,,0.21,,110,Q,2.5,,0.55,I,276,,1.3,,0.3,
3,Z4-CN-9017,Z4-CN-9017,3.497276323,FLCC15001-167,30.91047369,1,,CANAL,,ZONE 4,SWFWMD-A,Withlacoochee,281943.65,28,19,43.6462,28.32879061,814823.16,81,48,23.1552,-81.806432,3100208,"WITHLACOOCHEE RIVER,SOUTH",Y,,,2/18/2015,,Y,HGPN,Z4CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z4CN1502-24,46650,Z4-CN-9017,42053.40278,PRIMARY,WATER,14.5,,2.4,,0.3,,360,,120,,117,,10.39,,3.7,,0.65,U,8,I,0.009,,1.7,,0.004,U,0.037,,56,,4.18,,1.86,,8.6,,0.3,U,19,,0.38,I,0.079,I,120,Q,8.1,,4.6,,111,,0.9,,0.3,
3,Z4-CN-9018,Z4-CN-9018,3.497276323,FLCC15001-168,30.91047369,1,,CANAL,,ZONE 4,SWFWMD-A,Springs Coast,281824.66,28,18,24.6582,28.3068495,824148.46,82,41,48.4584,-82.696794,3100207,CRYSTAL RIVER TO ST. PETE,Y,,,2/9/2015,,Y,HGPN,Z4CN1502,Peninsula,Peninsula,38,1.54,0.12,20,Z4CN1502-4,46651,Z4-CN-9018,42044.52083,PRIMARY,WATER,19.5,,7.1,,0.9,,12,A,547,,573,,7.15,,7.5,,137,,6,I,0.12,,0.74,,0.087,,0.088,,4.5,,69.6,,3.97,,43.9,,1.7,,84,,21,,0.093,I,88,Q,28,,4.7,,320,A,1.8,,0.3,
3,Z4-CN-9023,Z4-CN-9023,3.497276323,FLCC15001-173,30.91047369,1,,CANAL,,ZONE 4,SWFWMD-C,Sarasota Bay - Peace - Myakka,270841.49,27,8,41.4859,27.14485719,821054.43,82,10,54.4296,-82.181786,3100102,MYAKKA RIVER,Y,,,2/17/2015,,Y,HGPN,Z4CN1502,Peninsula,West Central,38,1.65,0.49,20,Z4CN1502-19,46653,Z4-CN-9023,42052.45139,PRIMARY,WATER,17.6,,1.9,,0.4,S,150,,574,,582,,9.62,,7.3,,40,,2,U,0.05,,1.1,,0.052,,0.28,,23,,58.6,,25.7,,17.2,,9.3,,35,,180,,0.36,,96,Q,0.89,I,0.61,I,364,,0.4,,0.2,
3,Z4-CN-9026,Z4-CN-9026,3.497276323,FLCC15001-176,30.91047369,1,,CANAL,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,274349.39,27,43,49.3853,27.73038481,820056.93,82,0,56.9333,-82.01581481,3100204,ALAFIA RIVER,Y,,,2/18/2015,,Y,HGPN,Z4CN1502,Peninsula,West Central,38,1.65,0.49,20,Z4CN1502-26,46654,Z4-CN-9026,42053.51042,PRIMARY,WATER,15,,1.2,,0.1,S,32,A,179,,178,A,9.34,,6.9,,61,A,2,U,0.007,,0.34,,0.006,I,1.4,,6.6,,18,,9.56,,5.2,,1.1,I,7.1,,12,,1,,190,BQ,1.1,I,0.4,U,116,A,0.1,,0.05,
3,Z4-CN-9027,Z4-CN-9027,3.497276323,FLCC15001-177,30.91047369,1,,CANAL,,ZONE 4,SWFWMD-C,Sarasota Bay - Peace - Myakka,270948.88,27,9,48.8776,27.16357711,822513.7,82,25,13.7017,-82.42047269,3100201,SARASOTA BAY,Y,,,2/19/2015,,Y,HGPN,Z4CN1502,Peninsula,West Central,38,1.65,0.49,20,Z4CN1502-27,46655,Z4-CN-9027,42054.39236,PRIMARY,WATER,17.4,,2.6,,0.6,,200,,415,,418,,6.56,,6.9,,62,,4,I,0.052,,1.2,,0.059,,0.19,,22,,42.4,,12,,23.9,,4.4,,40,,73,,0.22,,16,BQ,3.1,,0.75,I,264,A,2.6,,0.3,
3,Z4-LR-10001,Z4-LR-10001,7.243569696,FLLR16001-451,64.02187011,0,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,273014.8583,27,30,14.85828,27.50413,814818.1051,81,48,18.10512,-81.80503,3100101,PEACE RIVER,Y,,,5/24/2016,,O,HGPN,Z4LR1605,Peninsula,West Central,38,1.65,0.49,20,Z4LR1605-9,49459,Z4-LR-10001,42514.48264,PRIMARY,WATER,24.9,,5.3,,0.4,,320,,176,,174,,6.6,,6.7,,36,,7,I,0.04,,1.2,,0.22,,0.67,,25,,14.6,,6.88,,11,,3.9,,14,,21,,0.39,,62,Q,1.9,A,1.8,A,144,,2.4,,0.3,
3,Z4-LR-10002,Z4-LR-10002,7.243569696,FLLR16001-452,64.02187011,0,,LARGE RIVER,,ZONE 4,SWFWMD-C,Tampa Bay Tributaries,273028.6974,27,30,28.6974,27.50797,822136.068,82,21,36.06804,-82.36002,3100202,MANATEE RIVER,Y,,,6/1/2016,,O,HGPN,Z4LR1605,Peninsula,West Central,38,1.65,0.49,20,Z4LR1605-23,49460,Z4-LR-10002,42522.62361,PRIMARY,WATER,29.2,,1.5,,1.7,,67,,316,,307,A,8.3,,7.2,,44,A,2,I,0.018,,0.59,,0.021,,0.28,,12,,28.9,,13.4,,9.6,,8.2,,14,,76,,0.28,,11,BQ,13,,4.3,,198,,1.9,,0.3,
3,Z4-LR-10003,Z4-LR-10003,7.243569696,FLLR16001-453,64.02187011,0,,LARGE RIVER,,ZONE 4,SWFWMD-A,Withlacoochee,282658.3559,28,26,58.35588,28.44954,820807.454,82,8,7.45404,-82.1354,3100208,"WITHLACOOCHEE RIVER,SOUTH",Y,,,5/31/2016,,O,HGPN,Z4LR1605,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1605-17,49461,Z4-LR-10003,42521.53125,PRIMARY,WATER,26.8,,1.4,A,1.1,,180,,250,,220,A,4.3,,6.8,,84,A,3,I,0.059,,0.94,,0.082,,0.079,,25,,36.6,,3.65,,8.8,,0.96,I,16,,3.2,,0.11,,2,UQ,0.68,I,0.95,I,166,A,1.3,,0.3,
3,Z4-LR-10004,Z4-LR-10004,7.243569696,FLLR16001-454,64.02187011,0,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,275213.8778,27,52,13.87776,27.87052,821325.3978,82,13,25.39776,-82.22372,3100204,ALAFIA RIVER,Y,,,5/23/2016,,O,HGPN,Z4LR1605,Peninsula,West Central,38,1.65,0.49,20,Z4LR1605-3,49462,Z4-LR-10004,42513.45486,PRIMARY,WATER,24.2,,2.8,,1,,130,,378,,378,,7.3,,7.2,,82,,2,I,0.028,,0.77,,0.48,,1.2,,16,,35.1,,14.3,,25.5,,4,,25,,61,,1,,84,Q,1.1,I,0.61,I,238,,1.6,,0.3,
3,Z4-LR-10006,Z4-LR-10006,7.243569696,FLLR16001-456,64.02187011,0,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,270930.308,27,9,30.30804,27.15842,815757.3368,81,57,57.33684,-81.96593,3100101,PEACE RIVER,Y,,,5/26/2016,,O,HGPN,Z4LR1605,Peninsula,West Central,38,1.65,0.49,20,Z4LR1605-15,49463,Z4-LR-10006,42516.40278,PRIMARY,WATER,26.4,,3.7,,0.9,,120,,476,,470,,6.3,,7.3,,61,,8,I,0.021,,0.82,,0.14,,0.45,,24,,42,,20.4,,26.3,,4.4,,19,,140,,0.44,,130,AQ,1.1,U,0.8,U,318,A,1.4,,0.3,
3,Z4-LR-10008,Z4-LR-10008,7.243569696,FLLR16001-458,64.02187011,0,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,280305.7452,28,3,5.74524,28.0516,822154.2362,82,21,54.23616,-82.36507,3100205,HILLSBOROUGH RIVER,Y,,,5/24/2016,,O,HGPN,Z4LR1605,Peninsula,West Central,38,1.65,0.49,20,Z4LR1605-11,49464,Z4-LR-10008,42514.57292,PRIMARY,WATER,27.8,,1.4,,1.7,,20,,377,,365,A,10.6,,7.8,,149,A,3,I,0.005,,0.38,,0.37,,0.11,,4.3,,62.5,,5.39,,9.8,,1.3,,17,,17,,0.16,,5,BQ,16,,3,,201,A,2.9,,0.3,
3,Z4-LR-10010,Z4-LR-10010,7.243569696,FLLR16001-460,64.02187011,0,,LARGE RIVER,,ZONE 4,SWFWMD-C,Charlotte Harbor,265329.7089,26,53,29.70888,26.89159,815918.8909,81,59,18.89088,-81.98858,3100103,CHARLOTTE HARBOR,Y,,,5/24/2016,,O,HGPN,Z4LR1605,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1605-7,49465,Z4-LR-10010,42514.44097,PRIMARY,WATER,25.7,,4.6,,1.5,,24,,767,,761,,2,,7.4,,206,,6,I,0.082,,0.66,,0.16,,0.08,,8.6,,93.5,,9.08,,49,,2.2,,100,,27,,0.21,,180,BQ,1.4,I,0.47,I,435,,1.8,,0.3,
3,Z4-LR-10012,Z4-LR-10012,7.243569696,FLLR16001-462,64.02187011,0,,LARGE RIVER,,ZONE 4,SWFWMD-A,Springs Coast,281410.0043,28,14,10.00428,28.23611,824106.8708,82,41,6.87084,-82.68524,3100207,CRYSTAL RIVER TO ST. PETE,Y,,,6/2/2016,,O,HGPN,Z4LR1605,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1605-26,49466,Z4-LR-10012,42523.67361,PRIMARY,WATER,24.8,,1.5,,0.8,S,23,,512,,505,,5.5,,7.1,,157,,2,U,0.015,,0.39,,0.1,,0.057,,3.7,,78.8,,5.45,,20.1,,1.2,,40,,39,,0.13,,360,Q,0.71,I,0.4,U,295,,0.8,,0.3,
3,Z4-LR-10013,Z4-LR-10013,7.243569696,FLLR16001-463,64.02187011,0,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,272439.9748,27,24,39.97476,27.4111,815857.3262,81,58,57.32616,-81.98259,3100101,PEACE RIVER,Y,,,6/1/2016,,O,HGPN,Z4LR1605,Peninsula,West Central,38,1.65,0.49,20,Z4LR1605-20,49467,Z4-LR-10013,42522.48958,PRIMARY,WATER,26.8,,0.7,,5.3,S,77,,506,,501,,2.9,,7,,69,,2,U,0.014,,0.79,,0.004,U,0.53,,29,,42.3,,22.9,,34,,3,,14,,150,,0.48,,26,BQ,3.1,,0.4,U,346,,5.3,,0.3,
3,Z4-LR-10014,Z4-LR-10014,7.243569696,FLLR16001-464,64.02187011,0,,LARGE RIVER,,ZONE 4,SFWMD-A,Kissimmee River,274255.2769,27,42,55.27692,27.71535,812827.8522,81,28,27.85224,-81.4744,3090101,KISSIMMEE RIVER,Y,,,6/1/2016,,O,HGPN,Z4LR1605,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1605-19,49468,Z4-LR-10014,42522.41319,PRIMARY,WATER,27.5,,7.5,,0.3,,22,A,258,,254,,6.5,,7.9,,45,,17,,0.011,,1.6,,0.004,I,0.038,,13,,20.8,,11,,9.3,,8.9,,22,,40,,0.094,I,43,BQ,42,,1.3,U,154,,0.9,,0.3,
3,Z4-LR-10015,Z4-LR-10015,7.243569696,FLLR16001-465,64.02187011,0,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,274520.9927,27,45,20.99268,27.75583,820818.6324,82,8,18.6324,-82.13851,3100204,ALAFIA RIVER,Y,,,5/23/2016,,O,HGPN,Z4LR1605,Peninsula,West Central,38,1.65,0.49,20,Z4LR1605-1,49469,Z4-LR-10015,42513.39931,PRIMARY,WATER,24.9,,2.2,A,1.4,,78,,658,,659,,4.6,,7.1,,132,,2,I,0.039,,1,,0.28,,0.82,,17,,52.1,,25.4,,59.6,,6.2,,16,,170,,1.9,,21,BQ,5.5,,2.7,,414,,1.9,,0.3,
3,Z4-LR-10016,Z4-LR-10016,7.243569696,FLLR16001-466,64.02187011,1,,LARGE RIVER,,ZONE 4,SWFWMD-A,Withlacoochee,290011.3076,29,0,11.3076,29.00314,822243.3196,82,22,43.31964,-82.3787,3100208,"WITHLACOOCHEE RIVER,SOUTH",Y,,,6/2/2016,,O,HGPN,Z4LR1605,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1605-25,49470,Z4-LR-10016,42523.51528,PRIMARY,WATER,28.8,,1.6,,2.3,,55,,333,,322,,5.4,,7.2,,124,,3,I,0.022,,0.55,,0.28,,0.051,,10,,55.8,,5.33,,6.9,,0.58,I,12,A,24,A,0.12,,18,BQ,2.9,,1.9,,244,,4.1,,0.3,
3,Z4-LR-10017,Z4-LR-10017,7.243569696,FLLR16001-467,64.02187011,1,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,273355.9595,27,33,55.95948,27.56554,814730.728,81,47,30.72804,-81.79187,3100101,PEACE RIVER,Y,,,5/24/2016,,O,HGPN,Z4LR1605,Peninsula,West Central,38,1.65,0.49,20,Z4LR1605-5,49471,Z4-LR-10017,42514.43403,PRIMARY,WATER,24.7,,5.3,,0.4,,330,,173,,170,,6.6,,7.3,,35,,8,I,0.04,,1.2,,0.19,,0.65,,26,,13.9,,6.64,,10.8,,3.8,,14,,21,,0.4,,92,Q,2.1,,2.1,,147,,2.4,,0.3,
3,Z4-LR-10018,Z4-LR-10018,7.243569696,FLLR16001-468,64.02187011,1,,LARGE RIVER,,ZONE 4,SWFWMD-D,Sarasota Bay - Peace - Myakka,270839.7835,27,8,39.78348,27.14438,815602.616,81,56,2.616,-81.93406,3100101,PEACE RIVER,Y,,,5/24/2016,,O,HGPN,Z4LR1605,Peninsula,West Central,38,1.65,0.49,20,Z4LR1605-13,49472,Z4-LR-10018,42514.57639,PRIMARY,WATER,27.8,,4.9,,0.7,,260,,190,,186,,5.3,,7.2,,30,,6,I,0.034,,1.1,,0.16,,0.66,,22,,15.8,,7.14,,8.7,,5.1,,17,,28,,0.28,,70,Q,1.4,I,0.42,I,155,,2.3,,0.3,
3,Z4-LR-10019,Z4-LR-10019,7.243569696,FLLR16001-469,64.02187011,1,,LARGE RIVER,,ZONE 4,SWFWMD-A,Withlacoochee,282848.4086,28,28,48.4086,28.48011,821043.9122,82,10,43.9122,-82.17886,3100208,"WITHLACOOCHEE RIVER,SOUTH",Y,,,5/31/2016,,O,HGPN,Z4LR1605,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1605-16,49473,Z4-LR-10019,42521.42361,PRIMARY,WATER,25,,1.4,,1.4,S,170,,267,,260,,5.2,,7,,105,,2,I,0.037,,0.72,,0.21,,0.074,,22,,45.8,,3.57,,8.4,,0.91,I,15,,4.5,,0.1,,13,BQ,1.1,I,0.91,I,183,,1.4,,0.3,
3,Z4-LR-11001,Z4-LR-11001,7.014811039,FLLR17001-451,62,0,,LARGE RIVER,,ZONE 4,SWFWMD-A,Withlacoochee,290249.3195,29,2,49.3195,29.047,822757.6666,82,27,57.6666,-82.466,3100208,"WITHLACOOCHEE RIVER,SOUTH",Y,,,5/17/2017,,O,HPGN,Z4LR1705,Peninsula,Peninsula,38,1.54,0.12,20,Z4LR1705-8,51420,Z4-LR-11001,5/17/2017 11:40,PRIMARY,WATER,24.9,,0.9,,4,S,6.9,,301,J,295,,7.2,,7.4,,120,,2,I,0.018,,0.25,,1.3,,0.036,,1.7,,51.5,,6.48,,4.6,,0.3,U,7.3,,17,,0.1,,,,4.2,,1.1,I,160,,4,,0.3,
3,Z4-LR-11002,Z4-LR-11002,7.014811039,FLLR17001-452,62,0,,LARGE RIVER,,ZONE 4,SWFWMD-B,Tampa Bay Tributaries,275231.8929,27,52,31.8929,27.8755,821012.4043,82,10,12.4043,-82.1701,3100204,ALAFIA RIVER,Y,,,5/9/2017,,O,HPGN,Z4LR1705,Peninsula,West Central,38,1.65,0.49,20,Z4LR1705-1,51421,Z4-LR-11002,5/9/2017 12:30,PRIMARY,WATER,22.8,,1.2,,1,S,38,A,430,,432,,7.8,,7.5,,111,,4,IA,0.012,,0.38,,0.083,,1,,6.4,,40.3,,16.6,,22.1,,3.8,,23,,65,,1.1,,,,4.5,,1.5,,252,A,1,,0.3,
3,Z4-LR-11004,Z4-LR-11004,7.014811039,FLLR17001-454,62,0,,LARGE RIVER,,ZONE 4,SWFWMD-C,Tampa Bay Tributaries,272742.2546,27,27,42.2546,27.4617,821410.1886,82,14,10.1886,-82.2362,3100202,MANATEE RIVER,Y,,,6/13/2017,,O,HPGN,Z4LR1705,Peninsula,West Central,38,1.65,0.49,20,Z4LR1705-20,51422,Z4-LR-11004,6/13/2017 10:45,PRIMARY,WATER,24.6,,6.4,,0.6,,180,,355,,347,,6.3,,7.1,,40,,5,IA,0.035,,1.1,,0.27,,0.44,,21,,36.9,,14.9,,8.8,,8.2,,15,,100,,0.3,,,,1.2,I,0.6,I,290,A,2.7,,0.3,
